tournament,round,game,game_date,player_name,player_team,player_team_seed,player_minutes,opponent_team,opponent_team_seed,game_points_spread,favored_team,player_team_favored,prop_platform,prop_platform_type,prop_market,prop_line,prop_id,number_times_identified,data_source,file_date
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,pick6,dfs,points,15.5,gavin_doty_pick6_points_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,pick6,dfs,points_rebounds_assists,22.5,gavin_doty_pick6_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,pick6,dfs,rebounds,5.5,gavin_doty_pick6_rebounds_no_16_siena_vs_no_1_duke_20260319,11,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,assists,1.5,gavin_doty_prizepicks_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,fantasy_score,24.5,gavin_doty_prizepicks_fantasy_score_no_16_siena_vs_no_1_duke_20260319,32,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_assists,17,gavin_doty_prizepicks_points_assists_no_16_siena_vs_no_1_duke_20260319,31,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points,15.5,gavin_doty_prizepicks_points_no_16_siena_vs_no_1_duke_20260319,36,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_rebounds_assists,22.5,gavin_doty_prizepicks_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_rebounds,21,gavin_doty_prizepicks_points_rebounds_no_16_siena_vs_no_1_duke_20260319,32,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,rebounds_assists,7,gavin_doty_prizepicks_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,20,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,rebounds,5.5,gavin_doty_prizepicks_rebounds_no_16_siena_vs_no_1_duke_20260319,14,"rotowire_subscription, bettingpros","2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,assists,1.5,gavin_doty_sleeper_assists_no_16_siena_vs_no_1_duke_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,points,15.5,gavin_doty_sleeper_points_no_16_siena_vs_no_1_duke_20260319,36,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,points_rebounds_assists,22.5,gavin_doty_sleeper_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,rebounds,5.5,gavin_doty_sleeper_rebounds_no_16_siena_vs_no_1_duke_20260319,14,"rotowire_subscription, bettingpros","2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,thescore,sportsbook,points,14.5,gavin_doty_thescore_points_no_16_siena_vs_no_1_duke_20260319,7,"scraped_rotowire, bettingpros",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,assists,1.5,gavin_doty_underdog_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,points,15.5,gavin_doty_underdog_points_no_16_siena_vs_no_1_duke_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,points_rebounds_assists,22.5,gavin_doty_underdog_points_rebounds_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Gavin Doty,Siena,16,40,Duke,1,-27.5,Duke,FALSE,underdog,dfs,rebounds,5.5,gavin_doty_underdog_rebounds_no_16_siena_vs_no_1_duke_20260319,14,"rotowire_subscription, bettingpros","2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,betmgm,sportsbook,points,14.5,isaiah_evans_betmgm_points_no_1_duke_vs_no_16_siena_20260319,25,"rotowire_subscription, scraped_rotowire","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,betmgm,sportsbook,three_pointers_made,2.5,isaiah_evans_betmgm_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,20,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,betrivers,sportsbook,points,15.5,isaiah_evans_betrivers_points_no_1_duke_vs_no_16_siena_20260319,5,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,caesars,sportsbook,points,14.5,isaiah_evans_caesars_points_no_1_duke_vs_no_16_siena_20260319,27,"rotowire_subscription, scraped_rotowire, bettingpros","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,caesars,sportsbook,three_pointers_made,2.5,isaiah_evans_caesars_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,20,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,draftkings,sportsbook,first_points_scorer,NA,isaiah_evans_draftkings_first_points_scorer_no_1_duke_vs_no_16_siena_20260319,1,draftkings_top_props,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,draftkings,sportsbook,points,14.5,isaiah_evans_draftkings_points_no_1_duke_vs_no_16_siena_20260319,16,"scraped_rotowire, draftkings_top_props","2026-03-19, 2026-03-16"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,draftkings,sportsbook,three_pointers_made,3,isaiah_evans_draftkings_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,1,draftkings_top_props,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,fanduel,sportsbook,points,14.5,isaiah_evans_fanduel_points_no_1_duke_vs_no_16_siena_20260319,27,"rotowire_subscription, scraped_rotowire, bettingpros","2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,fliff,dfs,points,14.5,isaiah_evans_fliff_points_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,fliff,dfs,rebounds,2.5,isaiah_evans_fliff_rebounds_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,hardrock,sportsbook,points,14.5,isaiah_evans_hardrock_points_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,pick6,dfs,points,14.5,isaiah_evans_pick6_points_no_1_duke_vs_no_16_siena_20260319,29,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,pick6,dfs,points_rebounds_assists,19.5,isaiah_evans_pick6_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,35,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,assists,1.5,isaiah_evans_prizepicks_assists_no_1_duke_vs_no_16_siena_20260319,20,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,fantasy_score,22,isaiah_evans_prizepicks_fantasy_score_no_1_duke_vs_no_16_siena_20260319,32,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points_assists,16.5,isaiah_evans_prizepicks_points_assists_no_1_duke_vs_no_16_siena_20260319,37,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points,14.5,isaiah_evans_prizepicks_points_no_1_duke_vs_no_16_siena_20260319,39,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points_rebounds_assists,19.5,isaiah_evans_prizepicks_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points_rebounds,17.5,isaiah_evans_prizepicks_points_rebounds_no_1_duke_vs_no_16_siena_20260319,37,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,rebounds_assists,4.5,isaiah_evans_prizepicks_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,37,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,steals,0.5,isaiah_evans_prizepicks_steals_no_1_duke_vs_no_16_siena_20260319,11,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,assists,1.5,isaiah_evans_sleeper_assists_no_1_duke_vs_no_16_siena_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,points,15.5,isaiah_evans_sleeper_points_no_1_duke_vs_no_16_siena_20260319,39,"rotowire_subscription, bettingpros","2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,points_rebounds_assists,18.5,isaiah_evans_sleeper_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,three_pointers_made,2.5,isaiah_evans_sleeper_three_pointers_made_no_1_duke_vs_no_16_siena_20260319,25,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,thescore,sportsbook,points,14.5,isaiah_evans_thescore_points_no_1_duke_vs_no_16_siena_20260319,7,"scraped_rotowire, bettingpros",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,underdog,dfs,assists,1.5,isaiah_evans_underdog_assists_no_1_duke_vs_no_16_siena_20260319,19,rotowire_subscription,"2026-03-16, 2026-03-17"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,underdog,dfs,points,14.5,isaiah_evans_underdog_points_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,underdog,dfs,points_rebounds_assists,19.5,isaiah_evans_underdog_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,23,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Isaiah Evans,Duke,1,32,Siena,16,-27.5,Duke,TRUE,underdog,dfs,rebounds,2.5,isaiah_evans_underdog_rebounds_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Justice Shoats,Siena,16,40,Duke,1,-27.5,Duke,FALSE,betmgm,sportsbook,points,10.5,justice_shoats_betmgm_points_no_16_siena_vs_no_1_duke_20260319,8,"rotowire_subscription, scraped_rotowire",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Justice Shoats,Siena,16,40,Duke,1,-27.5,Duke,FALSE,betrivers,sportsbook,points,10.5,justice_shoats_betrivers_points_no_16_siena_vs_no_1_duke_20260319,5,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Justice Shoats,Siena,16,40,Duke,1,-27.5,Duke,FALSE,caesars,sportsbook,points,10.5,justice_shoats_caesars_points_no_16_siena_vs_no_1_duke_20260319,6,"rotowire_subscription, scraped_rotowire",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Justice Shoats,Siena,16,40,Duke,1,-27.5,Duke,FALSE,draftkings,sportsbook,points,10.5,justice_shoats_draftkings_points_no_16_siena_vs_no_1_duke_20260319,4,scraped_rotowire,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Justice Shoats,Siena,16,40,Duke,1,-27.5,Duke,FALSE,fanduel,sportsbook,points,10.5,justice_shoats_fanduel_points_no_16_siena_vs_no_1_duke_20260319,6,"rotowire_subscription, scraped_rotowire",2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Justice Shoats,Siena,16,40,Duke,1,-27.5,Duke,FALSE,pick6,dfs,points,10.5,justice_shoats_pick6_points_no_16_siena_vs_no_1_duke_20260319,2,rotowire_subscription,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Justice Shoats,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points_assists,14.5,justice_shoats_prizepicks_points_assists_no_16_siena_vs_no_1_duke_20260319,34,rotowire_subscription,"2026-03-16, 2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Justice Shoats,Siena,16,40,Duke,1,-27.5,Duke,FALSE,prizepicks,dfs,points,11,justice_shoats_prizepicks_points_no_16_siena_vs_no_1_duke_20260319,33,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Justice Shoats,Siena,16,40,Duke,1,-27.5,Duke,FALSE,sleeper,dfs,points,10.5,justice_shoats_sleeper_points_no_16_siena_vs_no_1_duke_20260319,23,rotowire_subscription,"2026-03-17, 2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,fliff,dfs,points,5.5,maliq_brown_fliff_points_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,fliff,dfs,rebounds,6.5,maliq_brown_fliff_rebounds_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,pick6,dfs,points_rebounds_assists,15.5,maliq_brown_pick6_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,11,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,blocks_steals,3.5,maliq_brown_prizepicks_blocks_steals_no_1_duke_vs_no_16_siena_20260319,11,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points_assists,8,maliq_brown_prizepicks_points_assists_no_1_duke_vs_no_16_siena_20260319,3,rotowire_subscription,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points,6.5,maliq_brown_prizepicks_points_no_1_duke_vs_no_16_siena_20260319,1,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points_rebounds_assists,15.5,maliq_brown_prizepicks_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,11,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,prizepicks,dfs,points_rebounds,13.5,maliq_brown_prizepicks_points_rebounds_no_1_duke_vs_no_16_siena_20260319,8,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,points,6.5,maliq_brown_sleeper_points_no_1_duke_vs_no_16_siena_20260319,1,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,sleeper,dfs,points_rebounds_assists,15.5,maliq_brown_sleeper_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,11,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,underdog,dfs,points,5.5,maliq_brown_underdog_points_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,underdog,dfs,points_rebounds_assists,15.5,maliq_brown_underdog_points_rebounds_assists_no_1_duke_vs_no_16_siena_20260319,11,rotowire_subscription,"2026-03-18, 2026-03-19"
NCAA Tournament,1st Round,Duke vs. Siena,2026-03-19,Maliq Brown,Duke,1,26,Siena,16,-27.5,Duke,TRUE,underdog,dfs,rebounds,6.5,maliq_brown_underdog_rebounds_no_1_duke_vs_no_16_siena_20260319,2,bettingpros,2026-03-19
